codigo,ayuntamiento,CODPROV,provincia,salario,poblacion,dedicación
47007,Aldeamayor de San Martín,47,Valladolid,15949.99,5634,parcial
37017,Aldeanueva de Figueroa,37,Salamanca,2725.95,250,parcial
40009,Aldeanueva de la Serrezuela,40,Segovia,0,40,sin dedicación
37018,Aldeanueva de la Sierra,37,Salamanca,0,109,sin dedicación
5007,Aldeanueva de Santa Cruz,5,Ávila,0,117,sin dedicación
37019,Aldearrodrigo,37,Salamanca,0,139,sin dedicación
37020,Aldearrubia,37,Salamanca,0,495,sin dedicación
37021,Aldeaseca de Alba,37,Salamanca,0,74,sin dedicación
37022,Aldeaseca de la Frontera,37,Salamanca,0,257,sin dedicación
40013,Aldeasoña,40,Segovia,0,56,sin dedicación
37023,ALDEATEJADA,37,Salamanca,0,2210,sin dedicación
37024,Aldeavieja de Tormes,37,Salamanca,0,100,sin dedicación
40014,Aldehorno,40,Segovia,0,53,sin dedicación
37025,Aldehuela de la Bóveda,37,Salamanca,0,273,sin dedicación
42013,Aldehuela de Periáñez,42,Soria,150,32,sin dedicación
37026,Aldehuela de Yeltes,37,Salamanca,0,190,sin dedicación
5010,"Aldehuela, La",5,Ávila,0,153,sin dedicación
42014,"Aldehuelas, Las",42,Soria,250,60,sin dedicación
40016,Aldeonte,40,Segovia,0,57,sin dedicación
42015,Alentisque,42,Soria,0,30,sin dedicación
49005,Alfaraz de Sayago,49,Zamora,0,125,sin dedicación
9011,Alfoz de Bricia,9,Burgos,163.27,70,sin dedicación
9012,Alfoz de Santa Gadea,9,Burgos,1609.5,104,parcial
49006,Algodre,49,Zamora,630,141,parcial
24003,Alija del Infantado,24,León,0,629,sin dedicación
42016,Aliud,42,Soria,0,20,sin dedicación
42017,ALMAJANO,42,Soria,0,191,sin dedicación
42018,Almaluez,42,Soria,0,130,sin dedicación
24004,Almanza,24,León,590,581,sin dedicación
49007,Almaraz de Duero,49,Zamora,1350,401,sin dedicación
42019,Almarza,42,Soria,0,602,sin dedicación
42020,Almazán,42,Soria,13079.96,5477,exclusiva
42021,Almazul,42,Soria,641.1,62,parcial
49008,Almeida de Sayago,49,Zamora,0,437,sin dedicación
42022,Almenar de Soria,42,Soria,244.9,232,sin dedicación
47008,Almenara de Adaja,47,Valladolid,0,22,sin dedicación
37028,Almendra,37,Salamanca,125,142,sin dedicación
42023,Alpanseque,42,Soria,0,56,sin dedicación
9013,Altable,9,Burgos,0,46,sin dedicación
9014,"Altos, Los",9,Burgos,1500,184,sin dedicación
5012,Amavida,5,Ávila,0,127,sin dedicación
34009,Amayuelas de Arriba,34,Palencia,0,36,sin dedicación
9016,Ameyugo,9,Burgos,0,113,sin dedicación
34010,Ampudia,34,Palencia,3668.41,606,parcial
34011,Amusco,34,Palencia,1760,418,parcial
47009,Amusquillo,47,Valladolid,120,102,sin dedicación
40017,Anaya,40,Segovia,0,125,sin dedicación
37029,Anaya de Alba,37,Salamanca,0,189,sin dedicación
49009,Andavías,49,Zamora,550,452,sin dedicación
9017,Anguix,9,Burgos,0,155,sin dedicación
24005,"Antigua, La",24,León,992.46,358,parcial
34012,Antigüedad,34,Palencia,0,365,sin dedicación
40018,Añe,40,Segovia,0,72,sin dedicación
37030,Añover de Tormes,37,Salamanca,0,89,sin dedicación
37031,Arabayona de Mógica,37,Salamanca,0,343,sin dedicación
40019,Arahuetes,40,Segovia,0,28,sin dedicación
42024,Arancón,42,Soria,0,84,sin dedicación
9018,Aranda de Duero,9,Burgos,30125.53,33187,exclusiva
9019,Arandilla,9,Burgos,0,162,sin dedicación
37032,Arapiles,37,Salamanca,0,651,sin dedicación
9020,Arauzo de Miel,9,Burgos,0,306,sin dedicación
9021,Arauzo de Salce,9,Burgos,0,54,sin dedicación
9022,Arauzo de Torre,9,Burgos,0,77,sin dedicación
37033,Arcediano,37,Salamanca,0,95,sin dedicación
49010,Arcenillas,49,Zamora,150,428,sin dedicación
37034,"Arco, El",37,Salamanca,0,88,sin dedicación
34015,Arconada,34,Palencia,0,40,sin dedicación
40020,Arcones,40,Segovia,0,145,sin dedicación
9023,Arcos,9,Burgos,5905.62,1775,parcial
42025,Arcos de Jalón,42,Soria,1610,1454,sin dedicación
49011,Arcos de la Polvorosa,49,Zamora,0,217,sin dedicación
24006,Ardón,24,León,1030,560,sin dedicación
5013,"Arenal, El",5,Ávila,0,948,sin dedicación
5014,Arenas de San Pedro,5,Ávila,2010,6344,sin dedicación
42026,Arenillas,42,Soria,0,47,sin dedicación
5015,Arevalillo,5,Ávila,0,69,sin dedicación
40021,Arevalillo de Cega,40,Segovia,0,19,sin dedicación
5016,Arévalo,5,Ávila,23637.26,7960,exclusiva
42027,Arévalo de la Sierra,42,Soria,0,76,sin dedicación
49012,Argañín,49,Zamora,0,73,sin dedicación
49013,Argujillo,49,Zamora,0,230,sin dedicación
9025,Arija,9,Burgos,160,121,sin dedicación
9026,Arlanzón,9,Burgos,0,407,sin dedicación
37035,Armenteros,37,Salamanca,0,194,sin dedicación
40022,Armuña,40,Segovia,0,234,sin dedicación
49014,Arquillinos,49,Zamora,414.61,119,sin dedicación
49015,Arrabalde,49,Zamora,0,212,sin dedicación
9027,Arraya de Oca,9,Burgos,0,47,sin dedicación
47010,Arroyo de la Encomienda,47,Valladolid,22961.45,20537,exclusiva
49016,Aspariegos,49,Zamora,192.32,245,sin dedicación
24008,Astorga,24,León,3110,10741,sin dedicación
34017,Astudillo,34,Palencia,6082.53,1006,parcial
49017,Asturianos,49,Zamora,0,260,sin dedicación
37037,"Atalaya, La",37,Salamanca,0,108,sin dedicación
9029,Atapuerca,9,Burgos,0,166,sin dedicación
47011,Ataquines,47,Valladolid,2031.1,569,parcial
42028,Ausejo de la Sierra,42,Soria,0,87,sin dedicación
34018,Autilla del Pino,34,Palencia,0,215,sin dedicación
34019,Autillo de Campos,34,Palencia,0,134,sin dedicación
5018,Avellaneda,5,Ávila,0,26,sin dedicación
9032,Avellanosa de Muñó,9,Burgos,0,106,sin dedicación
5019,ÁVILA,5,Ávila,33336.9,58369,exclusiva
40024,Ayllón,40,Segovia,22624,1182,exclusiva
49018,Ayoó de Vidriales,49,Zamora,520,289,sin dedicación
34020,Ayuela,34,Palencia,0,50,sin dedicación
37038,Babilafuente,37,Salamanca,460,917,sin dedicación
47012,Bahabón,47,Valladolid,0,103,sin dedicación
9033,Bahabón de Esgueva,9,Burgos,0,79,sin dedicación
9034,"Balbases, Los",9,Burgos,0,319,sin dedicación
24009,Balboa,24,León,0,292,sin dedicación
34022,Baltanás,34,Palencia,2020,1206,sin dedicación
24010,"Bañeza, La",24,León,18961.3,10290,parcial
37039,Bañobárez,37,Salamanca,0,291,sin dedicación
9035,Baños de Valdearados,9,Burgos,0,333,sin dedicación
9036,Bañuelos de Bureba,9,Burgos,0,35,sin dedicación
34024,Baquerín de Campos,34,Palencia,0,28,sin dedicación
42029,Baraona,42,Soria,0,133,sin dedicación
37040,Barbadillo,37,Salamanca,0,388,sin dedicación
9037,Barbadillo de Herreros,9,Burgos,300,109,sin dedicación
9038,Barbadillo del Mercado,9,Burgos,0,140,sin dedicación
37041,Barbalos,37,Salamanca,0,70,sin dedicación
40025,Barbolla,40,Segovia,250,158,sin dedicación
42030,Barca,42,Soria,0,103,sin dedicación
34025,Bárcena de Campos,34,Palencia,0,57,sin dedicación
37042,Barceo,37,Salamanca,0,43,sin dedicación
47013,Barcial de la Loma,47,Valladolid,0,91,sin dedicación
49019,Barcial del Barco,49,Zamora,225,247,sin dedicación
5021,"Barco de Ávila, El",5,Ávila,12463.77,2330,exclusiva
42031,Barcones,42,Soria,0,20,sin dedicación
5022,"Barraco, El",5,Ávila,29000,1893,parcial
9041,Barrio de Muñó,9,Burgos,0,31,sin dedicación
9043,"Barrios de Bureba, Los",9,Burgos,0,179,sin dedicación
9044,Barrios de Colina,9,Burgos,0,55,sin dedicación
24012,"Barrios de Luna, Los",24,León,0,307,sin dedicación
5023,Barromán,5,Ávila,0,185,sin dedicación
9045,Basconcillos del Tozo,9,Burgos,790,295,sin dedicación
34028,Báscones de Ojeda,34,Palencia,0,137,sin dedicación
9046,Bascuñana,9,Burgos,0,23,sin dedicación
37045,"Bastida, La",37,Salamanca,0,25,sin dedicación
42032,Bayubas de Abajo,42,Soria,0,141,sin dedicación
42033,Bayubas de Arriba,42,Soria,0,53,sin dedicación
5025,Becedillas,5,Ávila,0,80,sin dedicación
34029,Becerril de Campos,34,Palencia,5023.98,742,parcial
47015,Becilla de Valderaduey,47,Valladolid,0,234,sin dedicación
37046,BÉJAR,37,Salamanca,20169.57,12559,parcial
9047,Belbimbre,9,Burgos,0,57,sin dedicación
37047,Beleña,37,Salamanca,0,244,sin dedicación
34031,Belmonte de Campos,34,Palencia,0,29,sin dedicación
9048,Belorado,9,Burgos,14328,1780,exclusiva
49020,Belver de los Montes,49,Zamora,0,265,sin dedicación
24014,Bembibre,24,León,14215,8598,parcial
47016,Benafarces,47,Valladolid,0,69,sin dedicación
49021,Benavente,49,Zamora,22232.17,17787,exclusiva
49022,Benegiles,49,Zamora,0,304,sin dedicación
24016,Benuza,24,León,3790,482,sin dedicación
42034,Beratón,42,Soria,0,38,sin dedicación
9050,Berberana,9,Burgos,0,60,sin dedicación
47017,Bercero,47,Valladolid,0,196,sin dedicación
47018,Berceruelo,47,Valladolid,0,35,sin dedicación
40028,Bercial,40,Segovia,0,109,sin dedicación
5026,Bercial de Zapardiel,5,Ávila,0,197,sin dedicación
24017,Bercianos del Páramo,24,León,4200,554,parcial
24018,Bercianos del Real Camino,24,León,360,185,sin dedicación
5027,"Berlanas, Las",5,Ávila,200,329,sin dedicación
42035,Berlanga de Duero,42,Soria,0,842,sin dedicación
24019,Berlanga del Bierzo,24,León,1260,354,sin dedicación
9051,Berlangas de Roa,9,Burgos,0,183,sin dedicación
49023,Bermillo de Sayago,49,Zamora,300,1007,sin dedicación
40030,Bernardos,40,Segovia,0,465,sin dedicación
40031,Bernuy de Porreros,40,Segovia,280,766,sin dedicación
5029,Bernuy-Zapardiel,5,Ávila,0,97,sin dedicación
37050,Berrocal de Huebra,37,Salamanca,0,68,sin dedicación
37051,Berrocal de Salvatierra,37,Salamanca,0,83,sin dedicación
5030,Berrocalejo de Aragona,5,Ávila,0,49,sin dedicación
47019,Berrueces,47,Valladolid,0,108,sin dedicación
9052,Berzosa de Bureba,9,Burgos,250,29,sin dedicación
34032,Berzosilla,34,Palencia,250,42,sin dedicación
42036,Blacos,42,Soria,0,44,sin dedicación
5033,Blascomillán,5,Ávila,0,181,sin dedicación
5034,Blasconuño de Matacabras,5,Ávila,0,14,sin dedicación
5035,Blascosancho,5,Ávila,0,96,sin dedicación
42037,Bliecos,42,Soria,0,31,sin dedicación
37052,Boada,37,Salamanca,0,306,sin dedicación
34033,Boada de Campos,34,Palencia,0,17,sin dedicación
34035,Boadilla de Rioseco,34,Palencia,0,113,sin dedicación
34034,Boadilla del Camino,34,Palencia,0,121,sin dedicación
47020,Bobadilla del Campo,47,Valladolid,1428.49,292,parcial
24020,Boca de Huérgano,24,León,600,455,sin dedicación
40032,Boceguillas,40,Segovia,5935.05,719,parcial
47021,Bocigas,47,Valladolid,0,90,sin dedicación
47022,Bocos de Duero,47,Valladolid,0,72,sin dedicación
37054,"Bodón, El",37,Salamanca,0,258,sin dedicación
47023,Boecillo,47,Valladolid,4088.71,4148,parcial
37055,Bogajo,37,Salamanca,0,133,sin dedicación
5036,"Bohodón, El",5,Ávila,0,117,sin dedicación
5037,Bohoyo,5,Ávila,204.38,232,sin dedicación
47024,Bolaños de Campos,47,Valladolid,0,289,sin dedicación
5038,Bonilla de la Sierra,5,Ávila,0,125,sin dedicación
24021,Boñar,24,León,1200,1816,sin dedicación
42038,Borjabad,42,Soria,0,33,sin dedicación
42039,Borobia,42,Soria,0,246,sin dedicación
24022,Borrenes,24,León,4800,309,sin dedicación
37056,"Bouza, La",37,Salamanca,0,55,sin dedicación
49024,"Bóveda de Toro, La",49,Zamora,3780.23,699,parcial
37057,Bóveda del Río Almar,37,Salamanca,0,225,sin dedicación
9054,Bozoó,9,Burgos,0,97,sin dedicación
5039,Brabos,5,Ávila,0,43,sin dedicación
47025,Brahojos de Medina,47,Valladolid,0,116,sin dedicación
9055,Brazacorta,9,Burgos,0,54,sin dedicación
24023,Brazuelo,24,León,350,337,sin dedicación
49025,Bretó,49,Zamora,0,160,sin dedicación
49026,Bretocino,49,Zamora,0,208,sin dedicación
37058,Brincones,37,Salamanca,0,55,sin dedicación
9056,Briviesca,9,Burgos,12240,6582,exclusiva
42041,Buberos,42,Soria,0,31,sin dedicación
37059,Buenamadre,37,Salamanca,0,124,sin dedicación
37060,Buenavista,37,Salamanca,40,350,sin dedicación
9057,Bugedo,9,Burgos,0,187,sin dedicación
42042,Buitrago,42,Soria,0,69,sin dedicación
9058,Buniel,9,Burgos,320,563,sin dedicación
49029,Burganes de Valverde,49,Zamora,0,654,sin dedicación
42043,Burgo de Osma-Ciudad de Osma,42,Soria,9999.99,5038,parcial
24024,"Burgo Ranero, El",24,León,2678.14,702,sin dedicación
5041,Burgohondo,5,Ávila,0,1180,sin dedicación
9059,BURGOS,9,Burgos,48103.39,176418,exclusiva
24025,Burón,24,León,2824.55,303,sin dedicación
47026,Bustillo de Chaves,47,Valladolid,0,65,sin dedicación
34038,Bustillo de la Vega,34,Palencia,5195.86,285,parcial
49030,Bustillo del Oro,49,Zamora,0,80,sin dedicación
24026,Bustillo del Páramo,24,León,794.75,1129,sin dedicación
34039,Bustillo del Páramo de Carrión,34,Palencia,0,62,sin dedicación
9060,Busto de Bureba,9,Burgos,0,133,sin dedicación
37061,"Cabaco, El",37,Salamanca,0,205,sin dedicación
40034,Caballar,40,Segovia,0,82,sin dedicación
40035,Cabañas de Polendos,40,Segovia,0,171,sin dedicación
49031,Cabañas de Sayago,49,Zamora,90,151,sin dedicación
24027,Cabañas Raras,24,León,2810,1335,sin dedicación
9061,Cabañes de Esgueva,9,Burgos,0,160,sin dedicación
37063,"Cabeza de Béjar, La",37,Salamanca,0,60,sin dedicación
37065,Cabeza del Caballo,37,Salamanca,0,279,sin dedicación
37062,Cabezabellosa de la Calzada,37,Salamanca,0,78,sin dedicación
5042,Cabezas de Alambre,5,Ávila,0,161,sin dedicación
5043,Cabezas del Pozo,5,Ávila,0,70,sin dedicación
5044,Cabezas del Villar,5,Ávila,0,257,sin dedicación
9062,Cabezón de la Sierra,9,Burgos,175,40,sin dedicación
47027,Cabezón de Pisuerga,47,Valladolid,16307.48,3763,exclusiva
47028,Cabezón de Valderaduey,47,Valladolid,0,41,sin dedicación
40036,Cabezuela,40,Segovia,0,644,sin dedicación
5045,Cabizuela,5,Ávila,0,79,sin dedicación
42044,Cabrejas del Campo,42,Soria,0,51,sin dedicación
42045,Cabrejas del Pinar,42,Soria,0,352,sin dedicación
37067,CABRERIZOS,37,Salamanca,1570,4254,sin dedicación
47029,Cabreros del Monte,47,Valladolid,0,66,sin dedicación
24028,Cabreros del Río,24,León,150,417,sin dedicación
24029,Cabrillanes,24,León,840,747,sin dedicación
37068,Cabrillas,37,Salamanca,0,371,sin dedicación
24030,Cacabelos,24,León,16010.5,4996,exclusiva
40037,Calabazas de Fuentidueña,40,Segovia,0,26,sin dedicación
34041,Calahorra de Boedo,34,Palencia,0,87,sin dedicación
42046,Calatañazor,42,Soria,0,51,sin dedicación
42048,Caltojar,42,Soria,0,56,sin dedicación
37069,Calvarrasa de Abajo,37,Salamanca,100,1166,sin dedicación
37070,Calvarrasa de Arriba,37,Salamanca,0,573,sin dedicación
37071,"Calzada de Béjar, La",37,Salamanca,0,91,sin dedicación
37072,Calzada de Don Diego,37,Salamanca,400,153,sin dedicación
34042,Calzada de los Molinos,34,Palencia,1950,324,sin dedicación
37073,Calzada de Valdunciel,37,Salamanca,250,690,sin dedicación
24031,Calzada del Coto,24,León,350,218,sin dedicación
49032,Calzadilla de Tera,49,Zamora,0,299,sin dedicación
49033,Camarzana de Tera,49,Zamora,0,755,sin dedicación
47030,Campaspero,47,Valladolid,6036,1060,parcial
9065,Campillo de Aranda,9,Burgos,1000,179,sin dedicación
37074,Campillo de Azaba,37,Salamanca,0,155,sin dedicación
47031,"Campillo, El",47,Valladolid,2642.19,213,parcial
37077,"Campo de Peñaranda, El",37,Salamanca,0,256,sin dedicación
40039,Campo de San Pedro,40,Segovia,0,230,sin dedicación
24033,Campo de Villavidel,24,León,1077.26,212,parcial
9066,Campolara,9,Burgos,0,57,sin dedicación
24034,Camponaraya,24,León,5708,4097,sin dedicación
47032,Camporredondo,47,Valladolid,0,149,sin dedicación
47033,Canalejas de Peñafiel,47,Valladolid,0,238,sin dedicación
5046,Canales,5,Ávila,0,42,sin dedicación
37078,Candelario,37,Salamanca,425,860,sin dedicación
5047,Candeleda,5,Ávila,16300.54,5025,exclusiva
42049,Candilichera,42,Soria,0,108,sin dedicación
9067,Canicosa de la Sierra,9,Burgos,0,433,sin dedicación
37079,Canillas de Abajo,37,Salamanca,9642.08,77,parcial
9068,Cantabrana,9,Burgos,0,25,sin dedicación
37080,Cantagallo,37,Salamanca,0,265,sin dedicación
37081,Cantalapiedra,37,Salamanca,0,950,sin dedicación
40040,Cantalejo,40,Segovia,10506.93,3562,exclusiva
37082,Cantalpino,37,Salamanca,90,833,sin dedicación
37083,Cantaracillo,37,Salamanca,0,191,sin dedicación
40041,Cantimpalos,40,Segovia,8743.26,1340,parcial
42050,Cañamaque,42,Soria,0,34,sin dedicación
49034,Cañizal,49,Zamora,0,445,sin dedicación
49035,Cañizo,49,Zamora,270.45,228,sin dedicación
34045,Capillas,34,Palencia,0,73,sin dedicación
42051,Carabantes,42,Soria,0,14,sin dedicación
42052,Caracena,42,Soria,0,14,sin dedicación
9070,Carazo,9,Burgos,0,30,sin dedicación
49036,Carbajales de Alba,49,Zamora,220,506,sin dedicación
37085,Carbajosa de la Sagrada,37,Salamanca,13200,7251,sin dedicación
49037,Carbellino,49,Zamora,0,179,sin dedicación
40043,Carbonero el Mayor,40,Segovia,15456.17,2494,parcial
9072,Carcedo de Burgos,9,Burgos,120,424,sin dedicación
9073,Cardeñadijo,9,Burgos,10218.46,1369,parcial
9074,Cardeñajimeno,9,Burgos,5350.02,1136,parcial
5049,Cardeñosa,5,Ávila,0,435,sin dedicación
34046,Cardeñosa de Volpejera,34,Palencia,150,53,sin dedicación
9075,Cardeñuela Riopico,9,Burgos,0,115,sin dedicación
24037,Cármenes,24,León,0,344,sin dedicación
47035,Carpio,47,Valladolid,5268.48,994,parcial
37086,Carpio de Azaba,37,Salamanca,0,113,sin dedicación
24038,Carracedelo,24,León,19055.55,3364,exclusiva
37087,Carrascal de Barregas,37,Salamanca,585,1231,sin dedicación
37088,Carrascal del Obispo,37,Salamanca,0,206,sin dedicación
40044,Carrascal del Río,40,Segovia,0,146,sin dedicación
42053,Carrascosa de Abajo,42,Soria,0,20,sin dedicación
42054,Carrascosa de la Sierra,42,Soria,0,17,sin dedicación
9076,Carrias,9,Burgos,0,25,sin dedicación
34047,Carrión de los Condes,34,Palencia,15194.8,2035,exclusiva
24039,Carrizo,24,León,630,2224,sin dedicación
24040,Carrocera,24,León,560,446,sin dedicación
24041,Carucedo,24,León,4654,531,sin dedicación
37089,Casafranca,37,Salamanca,0,64,sin dedicación
42055,Casarejos,42,Soria,0,161,sin dedicación
37090,"Casas del Conde, Las",37,Salamanca,0,59,sin dedicación
5052,Casas del Puerto,5,Ávila,0,85,sin dedicación
49038,Casaseca de Campeán,49,Zamora,0,95,sin dedicación
49039,Casaseca de las Chanas,49,Zamora,0,381,sin dedicación
47036,Casasola de Arión,47,Valladolid,1200,250,sin dedicación
9077,Cascajares de Bureba,9,Burgos,0,30,sin dedicación
9078,Cascajares de la Sierra,9,Burgos,0,33,sin dedicación
5055,Casillas,5,Ávila,1131.24,640,parcial
37091,Casillas de Flores,37,Salamanca,0,184,sin dedicación
40045,Casla,40,Segovia,0,156,sin dedicación
9079,Castellanos de Castro,9,Burgos,0,50,sin dedicación
37092,Castellanos de Moriscos,37,Salamanca,4562.78,2724,parcial
37185,Castellanos de Villiquera,37,Salamanca,5446.6,628,parcial
5056,Castellanos de Zapardiel,5,Ávila,0,94,sin dedicación
9083,Castil de Peones,9,Burgos,1800,25,sin dedicación
34048,Castil de Vela,34,Palencia,0,63,sin dedicación
24042,Castilfalé,24,León,451.66,67,sin dedicación
42056,Castilfrío de la Sierra,42,Soria,0,37,sin dedicación
37096,Castillejo de Martín Viejo,37,Salamanca,0,211,sin dedicación
40046,Castillejo de Mesleón,40,Segovia,0,130,sin dedicación
42058,Castillejo de Robledo,42,Soria,0,101,sin dedicación
42057,Castilruiz,42,Soria,0,161,sin dedicación
37097,Castraz,37,Salamanca,0,41,sin dedicación
34049,Castrejón de la Peña,34,Palencia,480.8,344,sin dedicación
47037,Castrejón de Trabancos,47,Valladolid,0,177,sin dedicación
24043,Castrillo de Cabrera,24,León,700,111,sin dedicación
34050,Castrillo de Don Juan,34,Palencia,0,195,sin dedicación
47038,Castrillo de Duero,47,Valladolid,0,109,sin dedicación
49040,Castrillo de la Guareña,49,Zamora,0,117,sin dedicación
9084,Castrillo de la Reina,9,Burgos,150,176,sin dedicación
24044,Castrillo de la Valduerna,24,León,420,155,sin dedicación
9085,Castrillo de la Vega,9,Burgos,0,650,sin dedicación
34051,Castrillo de Onielo,34,Palencia,0,98,sin dedicación
9088,Castrillo de Riopisuerga,9,Burgos,0,60,sin dedicación
34052,Castrillo de Villavega,34,Palencia,320,175,sin dedicación
9086,Castrillo del Val,9,Burgos,13865.73,793,parcial
,Castrillo Mota de Judíos,,Otra,,,sin dedicación
47039,Castrillo-Tejeriego,47,Valladolid,5500.03,163,parcial
40047,Castro de Fuentidueña,40,Segovia,0,37,sin dedicación
47040,Castrobol,47,Valladolid,716,56,sin dedicación
24046,Castrocalbón,24,León,2300,938,sin dedicación
47041,Castrodeza,47,Valladolid,0,154,sin dedicación
49041,Castrogonzalo,49,Zamora,0,465,sin dedicación
9091,Castrojeriz,9,Burgos,0,782,sin dedicación
40048,Castrojimeno,40,Segovia,0,33,sin dedicación
47042,Castromembibre,47,Valladolid,0,54,sin dedicación
34053,Castromocho,34,Palencia,0,222,sin dedicación
47043,Castromonte,47,Valladolid,480,318,sin dedicación
49042,Castronuevo,49,Zamora,0,225,sin dedicación
47044,Castronuevo de Esgueva,47,Valladolid,0,370,sin dedicación
47045,Castronuño,47,Valladolid,4270,833,parcial
24049,Castropodame,24,León,12139.55,1629,exclusiva
47046,Castroponce,47,Valladolid,0,138,sin dedicación
40049,Castroserna de Abajo,40,Segovia,0,31,sin dedicación
40051,Castroserracín,40,Segovia,150,40,sin dedicación
24050,Castrotierra de Valmadrigal,24,León,450,114,sin dedicación
49043,Castroverde de Campos,49,Zamora,0,272,sin dedicación
47047,Castroverde de Cerrato,47,Valladolid,80,215,sin dedicación
9063,Cavia,9,Burgos,0,238,sin dedicación
9093,Cayuela,9,Burgos,0,183,sin dedicación
49044,Cazurra,49,Zamora,650,76,sin dedicación
24051,Cea,24,León,200,403,sin dedicación
24053,Cebrones del Río,24,León,282.71,439,sin dedicación
40052,Cedillo de la Torre,40,Segovia,0,88,sin dedicación
47048,Ceinos de Campos,47,Valladolid,0,210,sin dedicación
9095,Celada del Camino,9,Burgos,0,115,sin dedicación
42059,Centenera de Andaluz,42,Soria,0,19,sin dedicación
37098,Cepeda,37,Salamanca,0,293,sin dedicación
42060,Cerbón,42,Soria,0,27,sin dedicación
37099,Cereceda de la Sierra,37,Salamanca,0,66,sin dedicación
49046,Cerecinos de Campos,49,Zamora,240,257,sin dedicación
49047,Cerecinos del Carrizal,49,Zamora,0,111,sin dedicación
37100,Cerezal de Peñahorcada,37,Salamanca,0,71,sin dedicación
40053,Cerezo de Abajo,40,Segovia,0,102,sin dedicación
40054,Cerezo de Arriba,40,Segovia,0,128,sin dedicación
9098,Cerezo de Río Tirón,9,Burgos,2000,541,parcial
49048,Cernadilla,49,Zamora,300,119,sin dedicación
37101,Cerralbo,37,Salamanca,0,139,sin dedicación
9100,Cerratón de Juarros,9,Burgos,900,55,sin dedicación
37102,"Cerro, El",37,Salamanca,6000,399,sin dedicación
34055,Cervatos de la Cueza,34,Palencia,0,265,sin dedicación
34056,CERVERA DE PISUERGA,34,Palencia,17368.54,2277,exclusiva
47049,Cervillego de la Cruz,47,Valladolid,0,87,sin dedicación
37103,Cespedosa de Tormes,37,Salamanca,0,488,sin dedicación
34057,Cevico de la Torre,34,Palencia,0,490,sin dedicación
34058,Cevico Navero,34,Palencia,0,185,sin dedicación
